N,P,K,temperature,humidity,ph,rainfall,label
7,49,21,27.916996,56.118631,4.970891,47.633113,mothbeans
77,58,38,23.597926,83.918265,5.793086,262.20867,rice
7,29,31,29.235235,95.400657,5.914277,227.946462,coconut
38,22,34,35.634915,52.725226,4.922084,89.654044,mango
26,130,205,21.599498,83.848744,6.401486,67.703832,grapes
18,18,42,24.177088,87.035111,6.873361,100.597623,pomegranate
29,78,17,21.778132,22.254265,5.647651,72.294081,kidneybeans
23,137,203,28.183111,81.592219,6.013633,73.030455,grapes
84,48,45,26.324338,88.234754,6.38151,188.626321,jute
65,39,36,24.486123,80.9094,5.691335,289.678841,rice
108,52,23,25.359438,77.921768,6.896543,87.647345,cotton
17,43,23,27.978563,88.202533,6.973121,50.474244,mungbean
40,63,17,28.094695,69.749043,6.61667,76.117819,blackgram
26,79,19,15.870928,22.319466,5.556919,91.070083,kidneybeans
61,58,38,24.637656,81.558555,6.040136,254.671028,rice
29,137,198,20.044048,83.823675,6.4233,69.573166,grapes
36,137,205,23.06805,94.709872,5.716189,119.287122,apple
19,12,41,20.497393,86.642704,6.503719,108.302029,pomegranate
34,67,18,33.039606,48.051765,5.050327,184.047142,pigeonpeas
79,50,16,23.559855,72.202448,6.669776,61.980941,maize
94,57,19,24.696107,68.949429,6.520211,90.930569,maize
28,130,199,21.822943,90.885207,6.134001,109.10382,apple
3,76,18,26.43447,30.876533,5.403138,145.289437,pigeonpeas
12,14,32,28.056528,91.785329,5.876147,182.105421,coconut
23,80,23,26.403582,58.29588,5.667691,115.176301,pigeonpeas
36,54,51,34.491986,91.155879,6.671911,168.946552,papaya
61,64,48,24.709197,90.057163,6.713725,126.170895,papaya
40,56,75,20.62575,14.835472,6.831052,77.332868,chickpea
25,25,13,18.883493,92.871352,7.666114,113.762278,orange
87,36,43,24.395303,80.408795,6.747157,292.08724,rice
38,20,11,15.797528,90.233489,7.890377,106.274705,orange
13,76,24,20.91816,65.505706,6.192493,43.565757,lentil
11,16,29,35.951,54.826524,6.092619,69.849131,mango
106,73,50,27.185741,77.678736,6.104005,116.140008,banana
114,75,52,27.714391,83.328936,5.625089,93.893489,banana
61,52,39,25.584041,77.124965,7.010626,186.461775,jute
22,121,198,26.51099,83.802376,6.35913,67.283556,grapes
61,54,55,32.122823,90.752243,6.732983,182.597805,papaya
14,127,197,20.151132,90.21507,6.370055,116.959829,apple
33,135,198,19.074348,81.361539,5.976568,67.960655,grapes
96,18,49,26.21045,84.759422,6.122583,49.279342,watermelon
118,43,24,25.398071,83.436684,6.268427,99.47192,cotton
24,72,18,17.069926,21.616008,5.502753,60.689763,kidneybeans
93,14,54,26.015235,80.747459,6.460685,48.908241,watermelon
8,72,25,19.935969,30.332798,5.800748,100.188803,pigeonpeas
18,71,19,19.731745,60.935594,6.016672,70.573699,lentil
86,14,47,28.58589,92.950582,6.298042,20.350649,muskmelon
93,72,55,26.431295,79.238082,6.149864,90.740919,banana
5,64,21,18.848359,63.615402,6.534799,74.867857,lentil
31,142,201,20.7528,91.42639,5.975927,123.858649,apple
28,67,20,16.54145,21.87598,5.770852,128.571163,kidneybeans
22,31,29,33.472223,45.447684,4.635119,78.716913,mango
67,57,19,24.167375,71.895665,6.641536,91.311016,maize
29,9,11,17.816408,90.891165,7.718364,108.070455,orange
28,27,28,35.849267,50.770204,5.052869,73.073593,mango
7,23,27,27.557434,90.932601,6.420886,170.956455,coconut
67,37,36,23.225451,81.031669,5.72854,250.341727,rice
37,28,6,13.298246,92.477546,6.213239,106.911617,orange
95,27,34,25.07424,60.693191,6.030292,157.9299,coffee
116,45,18,23.842655,77.517594,6.062278,99.997352,cotton
16,69,20,21.683398,64.352671,6.530822,182.169921,pigeonpeas
54,67,17,26.337781,69.533072,6.108998,69.977335,blackgram
118,18,54,29.443258,92.295796,6.251788,23.703202,muskmelon
29,48,20,27.665911,82.61333,6.628649,54.982482,mungbean
81,17,34,27.344354,57.145418,7.336576,179.683754,coffee
92,42,36,24.87716,83.144714,6.754944,273.507104,rice
105,8,45,29.271452,94.926037,6.809913,24.602066,muskmelon
37,64,55,39.333623,91.479685,6.622404,85.709834,papaya
62,65,53,30.328894,92.269266,6.797484,244.527523,papaya
21,39,15,29.481196,82.85626,7.101912,40.598657,mungbean
11,133,200,15.232898,82.227249,6.161524,70.919144,grapes
39,23,31,27.901957,51.06015,4.724079,93.777063,mango
25,52,16,27.177951,89.943303,6.349093,41.345763,mungbean
42,56,78,20.805613,17.609671,7.547972,91.526194,chickpea
83,48,18,18.144881,72.442478,6.898177,88.256659,maize
34,30,31,27.283375,53.285303,6.470688,72.771054,mango
19,11,45,19.403953,87.153593,6.291867,101.727573,pomegranate
29,22,28,25.848885,95.807611,5.98368,205.595073,coconut
16,34,31,30.881331,46.707603,5.067093,82.265031,mango
86,42,20,19.208463,63.646696,6.915424,80.986366,maize
27,15,34,25.905314,95.442368,6.45055,196.285787,coconut
36,55,22,29.437065,63.648116,5.393274,20.055605,mothbeans
83,77,48,29.725612,77.826674,5.960869,110.139133,banana
22,6,27,26.426489,92.826256,6.173421,141.65138,coconut
92,57,35,23.575231,82.087055,5.444216,211.986537,rice
14,63,25,34.274207,58.046794,6.68117,151.828007,pigeonpeas
83,25,32,25.34945,57.674443,6.178736,162.246952,coffee
46,79,75,17.228219,15.693122,6.154264,72.409364,chickpea
21,7,29,27.908956,95.220736,5.830909,188.820123,coconut
6,63,18,34.556867,56.90812,6.890044,117.551469,pigeonpeas
46,45,51,23.265814,90.006018,6.808049,79.693584,papaya
107,19,53,27.125918,92.355414,6.397953,23.101472,muskmelon
12,53,19,27.69627,80.107153,6.816386,64.39447,mungbean
89,51,43,24.60329,82.841543,5.18735,236.77158,rice
103,27,29,27.448569,58.747226,6.113016,197.331936,coffee
37,71,19,27.767541,65.581712,6.520504,88.321692,blackgram
13,7,38,22.005987,89.418537,6.346719,107.464521,pomegranate
2,130,199,20.667353,90.115427,5.633381,116.365537,apple
92,13,48,24.501403,84.071737,6.232273,45.34801,watermelon
35,77,78,18.916728,14.153852,6.35312,76.405869,chickpea
99,19,46,26.838793,87.333615,6.637499,46.452778,watermelon
96,70,46,27.672773,81.751299,5.917448,111.92037,banana
83,25,31,23.73535,65.308644,7.116353,195.167051,coffee
83,40,32,23.811404,50.248322,6.256924,191.908796,coffee
29,61,16,17.768143,24.800729,5.665674,103.383695,kidneybeans
38,45,23,26.127428,64.758308,3.664925,50.17644,mothbeans
81,19,53,26.511657,80.932874,6.738778,49.599167,watermelon
20,67,16,28.076791,69.260596,6.242542,89.145808,blackgram
106,81,53,29.527911,76.1976,6.031933,98.535359,banana
120,58,18,25.471314,81.442414,5.530511,96.231567,cotton
32,74,22,18.745529,19.168021,5.715265,72.833473,kidneybeans
93,36,18,19.840071,57.411338,5.61543,94.814439,maize
92,16,46,28.220428,94.239858,6.367658,25.910954,muskmelon
19,16,9,22.73029,94.725253,7.096408,119.063551,orange
7,9,43,24.340298,94.750872,6.23229,108.812975,pomegranate
79,50,16,25.929349,59.633434,6.914098,92.482332,maize
113,6,45,28.119021,90.743941,6.558384,29.173489,muskmelon
16,137,196,26.874116,83.088127,6.328213,66.705304,grapes
39,65,53,27.348781,91.679569,6.567119,55.576252,papaya
91,13,48,27.629594,92.995497,6.08893,20.581678,muskmelon
39,6,13,18.034249,90.18744,7.835605,102.792847,orange
83,17,52,29.18882,90.501207,6.717761,26.798181,muskmelon
95,54,37,23.287598,84.313476,6.586054,188.304,jute
18,121,204,24.405924,80.115987,6.189821,69.818373,grapes
77,39,43,24.394792,78.002991,7.341082,174.831191,jute
62,47,39,26.117345,77.098839,7.473823,159.038496,jute
104,16,34,26.431166,50.683909,7.228249,160.013308,coffee
134,41,15,24.476832,79.579094,6.350747,104.96697,cotton
28,13,39,20.941747,90.621109,6.005865,100.785099,pomegranate
102,35,25,24.635339,78.654061,6.205648,73.327506,cotton
35,69,18,24.000832,18.812973,5.977959,88.257005,kidneybeans
22,19,6,19.964992,91.353669,7.99867,106.167101,orange
112,22,33,24.357667,50.663753,6.775522,159.834322,coffee
30,74,18,22.739914,23.41045,5.760648,147.841244,kidneybeans
12,123,197,26.754065,80.256174,6.362434,74.614997,grapes
21,135,205,26.789416,81.88469,6.073402,74.279006,grapes
37,63,78,18.758047,14.633988,7.102066,71.481145,chickpea
2,37,28,28.289789,49.684612,5.995765,65.929118,mango
23,5,43,22.9911,88.662864,6.052936,107.549325,pomegranate
61,67,48,43.832808,90.514164,6.526486,219.676552,papaya
33,79,24,22.660648,23.519131,5.832492,83.425817,kidneybeans
95,31,34,23.206349,68.377057,6.913622,190.365715,coffee
29,12,45,18.383215,88.550153,6.4819,105.031336,pomegranate
34,53,16,30.451614,89.450241,7.023811,48.290421,mungbean
33,50,52,40.953439,91.263398,6.663596,152.795357,papaya
36,76,21,20.201699,19.000132,5.887673,84.426844,kidneybeans
1,50,15,30.298976,47.660821,3.757651,49.417611,mothbeans
13,22,33,26.801891,94.269021,6.481918,210.552486,coconut
8,78,21,26.652656,62.571524,6.719388,40.984253,lentil
34,12,37,19.337739,92.687642,6.265588,107.672334,pomegranate
23,26,26,31.646895,53.207358,6.036353,89.964874,mango
5,72,21,27.05793,63.094626,6.447972,54.191509,lentil
34,71,20,26.256435,62.89728,6.358128,70.338571,blackgram
99,79,50,27.895649,76.890777,6.400908,110.225608,banana
102,8,52,25.595965,88.090346,6.780733,42.150048,watermelon
117,87,46,26.783616,80.92483,6.335572,91.309828,banana
112,8,52,26.829895,85.277722,6.540029,44.610336,watermelon
18,8,13,10.690796,94.169954,6.28057,117.731282,orange
61,38,19,19.428357,68.054922,5.857274,64.97207,maize
2,67,16,22.811644,63.507098,6.77284,68.110968,lentil
99,92,50,29.649352,79.837969,5.990449,93.592404,banana
40,70,24,20.887315,20.627309,5.642892,78.290078,kidneybeans
40,66,51,42.178158,91.159842,6.560569,41.278382,papaya
13,55,15,28.539096,82.411652,6.350351,41.704665,mungbean
32,26,31,26.530296,92.177991,5.8272,196.564589,coconut
107,35,17,22.940115,79.220053,6.880585,103.959246,cotton
6,13,40,24.305321,94.300054,6.383567,104.917379,pomegranate
38,59,50,41.432925,90.500158,6.62887,197.877778,papaya
73,54,16,18.601102,69.563775,6.243237,94.42012,maize
125,37,23,25.966031,80.311988,6.524169,71.865708,cotton
13,133,200,21.070667,94.557984,5.868263,101.138754,apple
31,128,196,32.157784,81.235444,6.158855,70.664437,grapes
101,23,25,24.539719,55.572567,6.590172,156.592599,coffee
89,21,30,27.489155,52.991953,7.238961,164.56514,coffee
109,7,55,26.463096,82.044835,6.186165,41.256611,watermelon
74,40,37,23.748227,79.780348,7.196897,178.448502,jute
28,55,15,34.772838,62.423537,6.994966,85.977492,blackgram
28,31,29,36.509414,45.222028,5.25931,92.632085,mango
114,57,16,25.921288,81.162918,5.775196,93.953455,cotton
90,40,35,25.70823,83.534287,6.458014,277.127035,rice
27,15,5,29.611039,93.393566,6.945609,117.995192,orange
12,133,199,26.286021,80.458131,6.496991,69.255559,grapes
58,64,25,29.852305,61.791639,7.33671,76.508884,blackgram
23,47,24,29.789368,89.59791,6.073042,42.450192,mungbean
83,13,52,26.37572,85.830186,6.908918,49.419914,watermelon
83,46,19,24.539548,61.836347,5.889135,78.98462,maize
16,58,19,19.189753,66.22954,6.446874,67.229474,lentil
32,78,19,21.070896,22.419153,5.795849,123.23704,kidneybeans
23,127,199,16.677959,80.209105,5.753457,65.742469,grapes
61,38,35,24.454873,81.57178,6.017141,290.756647,rice
22,12,6,11.248062,90.577783,6.142734,115.211162,orange
36,70,78,19.43162,18.5893,7.532464,86.543692,chickpea
9,121,199,20.783863,83.235911,6.300364,69.57024,grapes
86,17,53,27.711953,91.443332,6.937988,28.256714,muskmelon
20,129,201,23.174365,91.402951,6.056798,117.718214,apple
24,78,20,29.403351,65.35689,6.39419,69.687109,lentil
15,55,19,24.696138,53.919623,8.908773,59.796319,mothbeans
12,45,22,29.457534,47.880986,4.352544,51.619813,mothbeans
65,53,20,19.437465,59.750866,6.957093,69.048848,maize
34,77,75,19.655159,19.780367,6.90042,93.104674,chickpea
4,18,38,19.248321,87.393698,6.417969,102.51192,pomegranate
88,14,54,24.44069,89.708542,6.947477,48.84572,watermelon
17,26,11,14.796918,92.905531,7.011967,107.972827,orange
16,39,22,31.769207,54.05472,8.074421,23.422523,mothbeans
84,48,16,19.412224,59.409724,5.779657,98.979224,maize
22,73,17,32.832003,53.350911,7.356665,94.666453,pigeonpeas
36,8,41,20.840001,85.410824,6.347288,102.652285,pomegranate
26,77,21,30.015435,36.259069,5.921764,168.803682,pigeonpeas
13,125,200,15.392211,82.685472,6.023158,73.986389,grapes
7,39,23,24.335322,50.479572,4.576503,63.966511,mothbeans
35,69,16,24.577898,24.59907,5.892595,149.219511,kidneybeans
13,49,24,25.612227,63.360826,7.910161,61.163661,mothbeans
64,53,36,24.985457,79.454138,6.466055,193.520258,jute
19,129,204,20.663512,90.747543,6.07691,116.437356,apple
130,38,19,22.071141,75.335592,6.22443,74.909865,cotton
27,69,23,29.899492,61.636162,6.691778,63.600275,lentil
120,21,27,25.634015,60.744164,6.659731,188.594607,coffee
106,74,54,26.915294,82.295214,5.520341,96.155614,banana
3,126,197,23.560387,82.633135,5.763806,65.120699,grapes
35,35,16,30.587325,84.754757,7.273647,49.584929,mungbean
35,59,51,37.815556,93.401067,6.646167,109.365311,papaya
74,37,20,19.094549,74.004747,6.169009,69.256646,maize
89,24,27,25.897028,65.963416,7.17992,168.225048,coffee
89,15,53,26.958084,81.804238,6.766026,43.388012,watermelon
20,64,24,33.72262,57.888375,6.64298,140.788776,pigeonpeas
59,64,20,28.55284,66.825117,6.993348,82.883058,blackgram
3,44,21,31.143265,87.834696,6.415604,63.522004,mungbean
51,60,76,17.658825,15.98129,7.391879,80.581576,chickpea
6,67,22,22.699466,55.624607,6.499801,107.896972,pigeonpeas
62,42,43,25.237818,80.922605,5.418699,237.04721,rice
81,27,34,27.479173,69.124524,7.319345,179.002178,coffee
107,21,31,24.287894,56.66914,6.662278,176.459505,coffee
98,54,16,24.947744,64.748624,6.841828,99.992763,maize
35,10,14,18.557682,92.201759,7.414241,111.753381,orange
110,7,46,29.928239,94.784959,6.060437,24.432534,muskmelon
37,133,203,21.757213,93.730411,5.704802,109.276618,apple
63,56,51,28.614239,93.229583,6.992986,50.30125,papaya
57,55,21,32.406636,64.85018,6.128105,89.311535,blackgram
83,14,48,25.582873,85.17461,6.924354,45.490832,watermelon
50,59,77,17.037326,15.480073,7.316154,94.754299,chickpea
1,14,14,16.865922,91.365407,6.605245,112.246268,orange
20,20,40,18.407665,87.622743,6.43607,101.569026,pomegranate
41,67,50,31.681748,90.363411,6.857061,187.598673,papaya
12,133,201,23.159472,93.281199,6.108758,110.294551,apple
39,62,22,19.93814,20.713542,5.816356,123.347138,kidneybeans
21,72,22,16.144876,20.686872,5.728118,93.214772,kidneybeans
108,13,49,25.020825,86.208326,6.890995,44.961759,watermelon
70,36,45,24.361803,76.239431,7.358933,179.254995,jute
38,23,31,27.950565,47.00469,5.533664,71.186081,mango
27,10,44,24.385453,87.093484,6.039418,107.413087,pomegranate
47,57,21,32.395812,62.109699,7.262433,65.758845,blackgram
110,41,21,25.048684,83.764856,6.778209,108.24415,cotton
24,61,16,18.388606,23.6181,5.786024,106.140095,kidneybeans
21,28,31,25.864612,96.827569,5.927203,193.237592,coconut
72,43,42,24.462902,84.436064,5.94443,211.959425,rice
6,76,21,27.14625,67.136074,6.207511,59.908446,lentil
99,54,16,24.066106,55.491738,5.533185,76.180511,maize
28,58,78,20.098535,17.863426,6.825755,66.258537,chickpea
113,12,48,28.413331,94.09369,6.124614,28.57656,muskmelon
6,21,14,34.918344,91.876206,7.198025,117.125353,orange
15,13,43,20.532378,90.242547,6.670727,102.694394,pomegranate
46,60,76,17.393583,17.961816,7.410932,72.951393,chickpea
7,59,19,29.119025,67.104218,6.418924,58.104526,lentil
89,42,18,21.808403,68.273423,6.905245,96.628605,maize
37,73,21,23.923025,19.297311,5.539485,81.555915,kidneybeans
29,5,30,28.968834,92.662283,6.103292,200.20101,coconut
117,7,49,28.033686,92.490754,6.457632,25.188895,muskmelon
109,17,48,24.517827,80.026322,6.450904,43.524327,watermelon
21,43,21,26.60169,40.981735,5.240791,20.318952,mothbeans
69,36,16,22.760623,56.028516,6.244549,89.842142,maize
67,58,18,21.206811,64.240116,6.920925,67.66757,maize
3,46,18,26.747094,60.864295,9.487101,29.286654,mothbeans
45,66,78,17.672057,18.421242,7.656993,71.502194,chickpea
57,68,18,32.371324,60.367129,6.712154,73.408085,blackgram
64,36,43,24.701421,89.910985,6.145881,192.781384,jute
36,62,51,29.183746,90.068299,6.538824,122.255903,papaya
32,75,20,21.34104,18.496526,5.627196,92.566778,kidneybeans
108,6,49,28.677906,90.937056,6.448227,26.010259,muskmelon
34,17,7,14.243086,90.000789,7.436476,102.221944,orange
53,70,19,29.734357,68.545474,6.510007,86.741242,blackgram
5,71,17,26.610737,67.768214,6.67342,61.507481,lentil
83,46,19,21.893352,72.468465,6.851053,81.086046,maize
16,52,17,29.132036,46.495703,9.170951,64.784497,mothbeans
19,13,43,19.201747,93.078315,6.692878,105.558708,pomegranate
19,42,16,25.339929,43.681889,9.727692,57.964625,mothbeans
89,16,53,25.365955,86.980743,6.387952,41.599132,watermelon
111,13,51,24.601849,82.873303,6.161896,42.492954,watermelon
16,46,24,27.981472,80.225645,7.292497,54.427927,mungbean
65,42,39,23.19249,83.92588,5.399348,251.423444,rice
80,14,50,29.620152,90.420009,6.681526,26.801097,muskmelon
28,61,15,31.74543,51.426264,7.008353,180.35272,pigeonpeas
92,43,36,24.789631,82.200762,5.244076,249.517691,rice
100,22,34,25.289596,52.551825,6.649057,156.352663,coffee
9,45,23,30.588989,49.615277,6.438394,35.164295,mothbeans
31,57,75,20.576763,15.151204,6.308429,71.799692,chickpea
83,73,51,26.698303,82.079478,6.057425,97.680635,banana
1,51,20,24.82612,44.313097,7.135036,34.817881,mothbeans
35,57,75,17.540665,19.778691,6.873824,93.974665,chickpea
26,66,25,23.426581,61.427856,6.389435,73.309584,lentil
120,16,54,25.953593,88.562851,6.112383,43.477378,watermelon
12,31,26,33.549411,47.832965,4.500607,68.808082,mango
74,45,39,26.305437,79.042781,6.785541,199.122368,jute
52,52,47,25.878253,94.245354,6.80824,79.167313,papaya
14,61,24,22.024882,69.52264,6.533055,62.104053,lentil
38,64,54,38.053581,94.407334,6.81935,121.408579,papaya
84,20,54,24.234823,89.334133,6.363133,48.447092,watermelon
42,70,78,20.219956,15.618924,7.562624,79.94767,chickpea
20,49,20,27.599765,83.12064,7.203594,61.535451,mungbean
87,10,52,29.270115,93.334527,6.234028,25.880862,muskmelon
31,68,25,16.107206,20.957839,5.521012,126.591371,kidneybeans
17,31,18,31.778247,89.536326,6.528491,41.077503,mungbean
57,54,47,30.861059,91.360421,6.544156,214.329169,papaya
38,67,19,21.097671,61.448226,6.703332,132.279054,pigeonpeas
38,49,20,24.680451,53.72182,5.931866,50.356764,mothbeans
110,31,34,26.914942,53.615519,7.200237,182.086852,coffee
22,48,17,30.128254,85.716076,6.277258,41.489677,mungbean
89,13,51,26.834842,81.955706,6.641676,48.172593,watermelon
24,135,203,23.500048,81.101787,5.765035,70.361923,grapes
49,72,80,17.513577,14.624658,7.310847,82.351608,chickpea
98,16,49,24.056643,81.005304,6.496219,46.899644,watermelon
40,22,26,29.409963,54.361256,5.800401,75.944543,mango
16,9,9,31.790421,91.815644,7.903207,118.926178,orange
34,19,12,32.425963,94.508708,6.657018,119.049025,orange
89,50,45,22.624094,81.42856,6.737198,222.359584,rice
62,50,42,20.116115,82.560465,5.452992,264.517279,rice
18,131,196,29.372075,80.854947,5.696954,69.127583,grapes
70,47,16,25.901344,73.881187,5.55914,95.278759,maize
13,52,18,25.524879,44.615811,5.689489,41.497881,mothbeans
5,73,17,20.824599,64.943708,6.914835,47.410003,lentil
116,37,20,23.38389,81.722254,6.926549,84.280416,cotton
78,52,37,21.346023,80.204343,5.33787,227.859034,rice
2,144,201,23.507676,93.38028,5.856984,112.817202,apple
10,13,6,31.616478,92.467221,7.144294,111.388654,orange
34,135,195,28.904593,81.671997,6.065557,71.490806,grapes
2,72,18,35.060465,65.524728,5.475872,189.105699,pigeonpeas
22,20,30,25.495282,93.187984,5.55127,175.610292,coconut
101,18,34,27.472606,53.79993,6.515166,180.674639,coffee
32,8,6,33.052316,93.755742,7.179559,115.383736,orange
22,23,12,26.663461,94.354052,7.740211,111.578731,orange
35,77,22,16.428503,23.273995,5.884461,119.268646,kidneybeans
130,56,18,23.571001,78.565562,6.749284,62.217343,cotton
84,14,48,24.480927,85.445313,6.53231,40.758716,watermelon
111,89,47,29.611117,80.925682,5.879924,105.058067,banana
98,74,48,27.545567,76.474539,6.111656,106.972419,banana
103,19,53,28.867548,91.575282,6.54188,20.912448,muskmelon
9,6,9,13.538721,93.551938,7.322261,100.879433,orange
4,128,199,19.286001,82.340487,5.942914,65.341756,grapes
7,55,20,27.945979,87.20384,6.76667,55.107825,mungbean
28,61,18,16.109981,23.657646,5.973844,66.508483,kidneybeans
9,122,198,17.873753,82.839732,6.033725,66.438345,grapes
65,59,41,21.6005,83.358503,6.236256,235.816272,rice
69,37,44,26.302926,83.165507,5.67806,234.920957,rice
39,47,55,29.216516,94.354459,6.502064,44.41521,papaya
11,39,19,30.411566,49.802339,8.304926,26.274315,mothbeans
41,70,17,29.834981,64.291495,6.112344,67.654009,blackgram
91,42,37,25.254303,84.034174,6.98101,241.261768,rice
5,35,24,31.398007,89.07042,7.487299,45.207885,mungbean
33,63,19,21.15298,18.584249,5.941208,132.324318,kidneybeans
30,56,22,26.21303,63.027751,6.798706,79.110415,blackgram
7,36,17,28.933535,80.511502,6.59669,52.792686,mungbean
67,59,43,26.576493,84.474137,6.1958,292.187424,rice
27,76,23,18.585196,68.437288,6.438044,51.983829,lentil
100,83,48,27.274754,79.70785,6.206643,118.2192,banana
32,77,22,16.205584,24.317173,5.533222,108.057073,kidneybeans
70,44,43,20.100754,80.580363,5.092005,204.07288,rice
57,55,50,43.787217,91.069614,6.708928,101.282869,papaya
90,48,16,25.196597,62.677824,6.315329,105.323606,maize
37,69,18,17.593349,19.362367,5.528824,90.820318,kidneybeans
99,86,49,25.943161,80.078974,6.028584,114.318115,banana
28,78,76,20.269799,16.28374,7.694936,91.041701,chickpea
35,61,75,19.413794,18.009277,7.048726,78.904821,chickpea
28,16,33,31.481708,51.366929,5.053095,85.312211,mango
84,15,47,29.359102,91.250284,6.417049,23.504702,muskmelon
80,10,51,25.127815,85.348728,6.876598,49.124851,watermelon
35,79,21,33.349738,67.103515,6.168755,83.39801,blackgram
115,83,50,27.889385,82.493154,6.46469,92.206901,banana
71,40,44,23.077218,89.307774,6.223893,190.971904,jute
96,23,34,23.246222,52.727708,6.123607,192.155498,coffee
29,21,29,29.545205,99.695325,5.673639,160.071138,coconut
129,38,20,23.116241,76.611637,6.139421,66.550728,cotton
20,36,15,28.40928,50.954465,8.870755,28.033979,mothbeans
27,72,76,19.143311,14.580059,6.625927,87.6849,chickpea
23,58,17,29.358247,80.91422,6.938523,53.763292,mungbean
37,61,49,43.632136,93.327024,6.978274,82.303761,papaya
39,46,20,25.973269,51.774006,7.736247,57.558857,mothbeans
104,42,24,22.289088,83.758857,6.286429,80.413339,cotton
25,57,23,29.915651,87.302217,6.547234,56.024138,mungbean
91,13,49,28.537286,93.363568,6.387131,22.513077,muskmelon
111,71,49,27.529046,80.603487,6.228615,100.645372,banana
12,123,204,22.349661,94.445462,6.437827,101.34071,apple
91,55,36,23.460942,80.287794,6.099058,244.15305,rice
93,17,53,27.970828,94.193286,6.103577,28.377291,muskmelon
65,57,41,24.753716,83.945856,5.996884,208.692029,rice
18,55,23,30.546944,81.054014,7.258281,56.775325,mungbean
91,18,45,24.2283,82.739149,6.199873,42.318596,watermelon
101,39,24,23.837755,75.776659,6.93959,103.949615,cotton
25,65,79,18.535332,17.431234,6.969423,70.534288,chickpea
107,14,54,25.328811,85.992936,6.476338,49.328462,watermelon
30,73,24,15.191161,21.337904,5.843861,125.043626,kidneybeans
91,10,52,25.103542,85.552633,6.099932,48.050177,watermelon
34,29,27,26.548862,92.403229,5.858762,222.31986,coconut
27,57,18,20.97945,69.88014,6.38939,65.641444,lentil
26,130,197,28.782182,82.260289,6.358672,66.174759,grapes
31,22,8,23.637204,90.736369,6.905129,117.623947,orange
64,56,16,21.178298,70.945907,5.724876,71.46257,maize
65,48,43,21.510747,83.114452,5.170695,205.168172,rice
66,53,18,18.216768,59.439443,5.846612,93.594637,maize
46,77,77,19.062384,16.933079,7.167161,69.189538,chickpea
97,45,45,26.337454,80.978956,5.138723,210.0778,rice
23,44,23,30.565569,51.93376,5.745242,38.12799,mothbeans
63,49,45,23.661685,83.146993,6.391497,245.454106,rice
101,17,53,25.7441,87.807855,6.191773,40.500645,watermelon
38,16,30,25.734241,95.510314,5.644655,195.00929,coconut
88,49,15,20.61169,65.354233,5.6318,77.531347,maize
90,37,18,19.962793,62.785912,5.933041,77.783636,maize
10,77,24,22.202238,60.832577,6.724558,50.90293,lentil
53,71,21,26.283499,66.501872,7.473724,87.795464,blackgram
77,36,16,22.333074,67.669564,5.886832,66.967804,maize
87,40,36,20.101813,81.752938,6.179835,239.224405,rice
83,60,39,24.830507,76.491573,6.274331,157.158235,jute
25,15,31,28.808375,95.45703,6.12763,224.172528,coconut
19,38,25,25.717567,41.680855,7.307023,56.943334,mothbeans
22,26,30,29.582342,96.280835,6.340336,153.347156,coconut
8,10,40,24.602371,94.317314,6.206872,103.58219,pomegranate
90,39,19,24.974748,55.584946,6.738725,66.443493,maize
38,60,77,18.656519,18.965227,7.334036,88.079147,chickpea
95,15,52,24.628983,88.84675,6.616224,44.287251,watermelon
3,66,22,29.527903,56.914867,4.743448,194.663978,pigeonpeas
113,19,54,26.727795,85.1217,6.360142,44.650353,watermelon
16,57,21,21.038387,68.036935,6.817822,74.263157,lentil
114,7,51,27.426185,93.523979,6.905078,24.346077,muskmelon
94,55,38,21.196213,83.343216,6.858752,255.676289,rice
96,33,35,27.046406,68.806968,6.210909,153.55884,coffee
2,70,23,18.209979,60.490046,6.57277,68.682349,lentil
29,70,15,28.261703,64.68557,6.221938,89.616362,blackgram
95,14,51,28.095076,94.52237,6.503228,24.647842,muskmelon
74,58,19,25.720215,57.485944,6.596301,106.917023,maize
3,68,17,36.442854,34.53214,5.710803,171.167348,pigeonpeas
99,39,41,22.666236,84.849572,6.684238,283.83287,rice
23,57,18,27.74145,55.484749,6.131619,41.374323,mothbeans
82,15,54,29.411654,90.920205,6.295926,27.170479,muskmelon
115,18,55,29.603116,90.010705,6.380241,28.185426,muskmelon
17,143,205,17.121841,80.932213,6.45038,74.583277,grapes
38,17,38,22.135632,92.214492,6.941279,108.816353,pomegranate
109,6,53,26.196902,86.109465,6.820293,44.041098,watermelon
92,55,41,24.832058,87.293555,7.389011,151.190302,jute
109,56,16,24.320876,83.881079,6.210309,97.328334,cotton
114,51,24,22.73652,83.403615,5.682335,70.749611,cotton
59,79,18,30.708539,69.095954,6.009276,85.267089,blackgram
23,14,35,20.821271,91.49154,6.698071,106.381399,pomegranate
33,79,23,15.23595,24.289924,5.891599,130.233851,kidneybeans
50,58,79,20.128112,18.252468,5.590401,74.093851,chickpea
70,61,50,39.075469,94.200386,6.903357,43.473284,papaya
49,75,76,19.023411,19.044218,7.332004,81.267116,chickpea
100,16,46,24.757241,87.317761,6.164734,43.513559,watermelon
94,6,53,29.733703,94.103137,6.12795,29.979151,muskmelon
73,55,15,20.667993,62.963374,6.306093,105.992781,maize
117,20,30,26.184495,60.436549,6.651115,159.598775,coffee
